<DATETIME>,<LAST>
20180103 102844,130.740000000
20180103 102844,130.740000000
20180103 102844,130.730000000
20180103 102844,130.730000000
20180103 102844,130.720000000
20180103 102845,130.730000000
20180103 102944,130.720000000
20180103 102944,130.720000000
20180103 102944,130.720000000
20180103 102945,130.700000000
20180103 102945,130.700000000
20180103 102945,130.700000000
20180103 102945,130.680000000
20180103 102945,130.680000000
20180103 102948,130.680000000
20180103 103000,130.740000000
20180103 103000,130.730000000
20180103 103000,130.730000000
20180103 103001,130.800000000
20180103 103001,130.810000000
20180103 103001,130.810000000
20180103 103001,130.810000000
20180103 103001,130.820000000
20180103 103001,130.830000000
20180103 103001,130.840000000
20180103 103001,130.840000000
20180103 103001,130.850000000
20180103 103001,130.860000000
20180103 103001,130.860000000
20180103 103001,130.860000000
20180103 103001,130.860000000
20180103 103001,130.860000000
20180103 103001,130.870000000
20180103 103001,130.870000000
20180103 103001,130.870000000
20180103 103004,130.870000000
20180103 103004,130.870000000
20180103 103004,130.870000000
20180103 103004,130.870000000
20180103 103004,130.870000000
20180103 103004,130.870000000
20180103 103004,130.870000000
20180103 103004,130.870000000
20180103 103010,130.750000000
20180103 103010,130.740000000
20180103 103010,130.740000000
20180103 103010,130.740000000
20180103 103015,130.840000000
20180103 103016,130.800000000
20180103 103022,130.820000000
20180103 103028,130.840000000
20180103 103028,130.840000000
20180103 103028,130.850000000
20180103 103040,130.820000000
20180103 103041,130.820000000
20180103 103047,130.820000000
20180103 103051,130.820000000
20180103 103051,130.820000000
20180103 103057,130.800000000
20180103 103101,130.810000000
20180103 103102,130.810000000
20180103 103106,130.810000000
20180103 103107,130.790000000
20180103 103107,130.800000000
20180103 103107,130.800000000
20180103 103109,130.820000000
20180103 103109,130.820000000
20180103 103109,130.810000000
20180103 103109,130.810000000
20180103 103126,130.850000000
20180103 103126,130.860000000
20180103 103127,130.890000000
20180103 103151,130.870000000
20180103 103153,130.870000000
20180103 103158,130.870000000
20180103 103247,130.880000000
20180103 103247,130.880000000
20180103 103247,130.920000000
20180103 103247,130.920000000
20180103 103301,130.940000000
20180103 103301,130.940000000
20180103 103301,130.940000000
20180103 103301,130.940000000
20180103 103301,130.940000000
20180103 103301,130.940000000
20180103 103301,130.950000000
20180103 103301,130.950000000
20180103 103303,130.970000000
20180103 103303,130.970000000
20180103 103304,130.970000000
20180103 103325,130.950000000
20180103 103325,130.960000000
20180103 103338,130.980000000
20180103 103338,130.980000000
20180103 103340,130.980000000
20180103 103359,130.980000000
20180103 103402,130.970000000
20180103 103402,130.970000000
20180103 103409,130.970000000
20180103 103409,130.980000000
20180103 103409,131.000000000
20180103 103409,131.000000000
20180103 103409,131.000000000
20180103 103409,131.000000000
20180103 103409,131.000000000
20180103 103409,131.000000000
20180103 103409,131.000000000
20180103 103409,131.000000000
20180103 103409,131.000000000
20180103 103409,131.000000000
20180103 103409,131.010000000
20180103 103409,131.010000000
20180103 103409,131.010000000
20180103 103409,131.050000000
20180103 103409,131.060000000
20180103 103410,131.060000000
20180103 103410,131.060000000
20180103 103410,131.060000000
20180103 103411,131.060000000
20180103 103411,131.060000000
20180103 103412,131.060000000
20180103 103412,131.060000000
20180103 103412,131.060000000
20180103 103413,131.060000000
20180103 103414,131.060000000
20180103 103414,131.060000000
20180103 103414,131.070000000
20180103 103414,131.070000000
20180103 103414,131.070000000
20180103 103414,131.080000000
20180103 103415,131.070000000
20180103 103415,131.090000000
20180103 103415,131.090000000
20180103 103415,131.090000000
20180103 103417,131.090000000
20180103 103417,131.090000000
20180103 103417,131.090000000
20180103 103420,131.080000000
20180103 103427,131.080000000
20180103 103432,131.080000000
20180103 103434,131.080000000
20180103 103437,131.080000000
20180103 103439,131.080000000
20180103 103441,131.080000000
20180103 103451,131.070000000
20180103 103456,131.050000000
20180103 103456,131.050000000
20180103 103457,131.050000000
20180103 103457,131.080000000
20180103 103509,131.050000000
20180103 103511,131.050000000
20180103 103511,131.050000000
20180103 103513,131.050000000
20180103 103520,131.030000000
20180103 103540,131.060000000
20180103 103557,131.070000000
20180103 103557,131.080000000
20180103 103558,131.080000000
20180103 103558,131.080000000
20180103 103558,131.080000000
20180103 103558,131.080000000
20180103 103558,131.080000000
20180103 103558,131.090000000
20180103 103558,131.090000000
20180103 103558,131.090000000
20180103 103558,131.090000000
20180103 103558,131.100000000
20180103 103558,131.100000000
20180103 103558,131.100000000
20180103 103558,131.110000000
20180103 103558,131.120000000
20180103 103558,131.120000000
20180103 103558,131.130000000
20180103 103558,131.130000000
20180103 103558,131.140000000
20180103 103558,131.140000000
20180103 103558,131.140000000
20180103 103558,131.150000000
20180103 103558,131.160000000
20180103 103558,131.160000000
20180103 103558,131.160000000
20180103 103559,131.160000000
20180103 103559,131.160000000
20180103 103600,131.160000000
20180103 103603,131.160000000
20180103 103603,131.170000000
20180103 103603,131.170000000
20180103 103603,131.170000000
20180103 103603,131.170000000
20180103 103603,131.170000000
20180103 103603,131.170000000
20180103 103603,131.170000000
20180103 103603,131.170000000
20180103 103604,131.170000000
20180103 103604,131.170000000
20180103 103604,131.170000000
20180103 103604,131.170000000
20180103 103604,131.170000000
20180103 103604,131.180000000
20180103 103604,131.180000000
20180103 103604,131.180000000
20180103 103604,131.180000000
20180103 103604,131.180000000
20180103 103604,131.180000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.190000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.200000000
20180103 103604,131.210000000
20180103 103604,131.210000000
20180103 103604,131.220000000
20180103 103604,131.220000000
20180103 103604,131.220000000
20180103 103604,131.220000000
20180103 103604,131.230000000
20180103 103604,131.230000000
20180103 103604,131.230000000
20180103 103604,131.230000000
20180103 103604,131.240000000
20180103 103604,131.240000000
20180103 103604,131.240000000
20180103 103604,131.240000000
20180103 103604,131.250000000
20180103 103604,131.250000000
20180103 103604,131.250000000
20180103 103604,131.250000000
20180103 103604,131.250000000
20180103 103604,131.250000000
20180103 103604,131.260000000
20180103 103604,131.260000000
20180103 103604,131.260000000
20180103 103604,131.270000000
20180103 103604,131.270000000
20180103 103605,131.270000000
20180103 103605,131.270000000
20180103 103605,131.260000000
20180103 103605,131.270000000
20180103 103605,131.270000000
20180103 103605,131.270000000
20180103 103605,131.270000000
20180103 103606,131.270000000
20180103 103608,131.270000000
20180103 103610,131.270000000
20180103 103610,131.270000000
20180103 103612,131.240000000
20180103 103612,131.200000000
20180103 103615,131.210000000
20180103 103615,131.200000000
20180103 103616,131.200000000
20180103 103616,131.190000000
20180103 103616,131.200000000
20180103 103616,131.210000000
20180103 103621,131.210000000
20180103 103627,131.250000000
20180103 103633,131.220000000
20180103 103655,131.260000000
20180103 103655,131.260000000
20180103 103655,131.240000000
20180103 103700,131.260000000
20180103 103700,131.260000000
20180103 103700,131.270000000
20180103 103700,131.270000000
20180103 103700,131.270000000
20180103 103700,131.270000000
20180103 103703,131.270000000
20180103 103712,131.280000000
20180103 103712,131.280000000
20180103 103712,131.280000000
20180103 103712,131.280000000
20180103 103712,131.280000000
20180103 103712,131.280000000
20180103 103712,131.280000000
20180103 103712,131.280000000
20180103 103712,131.290000000
20180103 103712,131.290000000
20180103 103712,131.290000000
20180103 103712,131.290000000
20180103 103712,131.290000000
20180103 103712,131.290000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.300000000
20180103 103712,131.310000000
20180103 103712,131.310000000
20180103 103712,131.320000000
20180103 103712,131.320000000
20180103 103712,131.320000000
20180103 103712,131.320000000
20180103 103712,131.320000000
20180103 103712,131.330000000
20180103 103712,131.330000000
20180103 103712,131.330000000
20180103 103712,131.330000000
20180103 103712,131.330000000
20180103 103712,131.340000000
20180103 103712,131.340000000
20180103 103712,131.340000000
20180103 103712,131.340000000
20180103 103712,131.340000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.350000000
20180103 103712,131.360000000
20180103 103712,131.370000000
20180103 103713,131.370000000
20180103 103713,131.370000000
20180103 103713,131.370000000
20180103 103713,131.370000000
20180103 103713,131.370000000
20180103 103713,131.370000000
20180103 103714,131.370000000
20180103 103717,131.370000000
20180103 103717,131.370000000
20180103 103718,131.370000000
20180103 103718,131.370000000
20180103 103722,131.350000000
20180103 103722,131.330000000
20180103 103722,131.300000000
20180103 103722,131.300000000
20180103 103722,131.320000000
20180103 103722,131.330000000
20180103 103722,131.340000000
20180103 103723,131.340000000
20180103 103727,131.360000000
20180103 103732,131.360000000
20180103 103734,131.370000000
20180103 103734,131.370000000
20180103 103734,131.370000000
20180103 103734,131.370000000
20180103 103734,131.380000000
20180103 103734,131.380000000
20180103 103734,131.380000000
20180103 103734,131.380000000
20180103 103734,131.380000000
20180103 103734,131.380000000
20180103 103734,131.380000000
20180103 103734,131.390000000
20180103 103734,131.390000000
20180103 103734,131.390000000
20180103 103734,131.390000000
20180103 103734,131.390000000
20180103 103734,131.390000000
20180103 103734,131.390000000
20180103 103734,131.390000000
20180103 103734,131.390000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.400000000
20180103 103734,131.420000000
20180103 103734,131.420000000
20180103 103734,131.430000000
20180103 103734,131.430000000
20180103 103734,131.430000000
20180103 103734,131.440000000
20180103 103735,131.390000000
20180103 103735,131.370000000
20180103 103735,131.370000000
20180103 103735,131.370000000
20180103 103735,131.370000000
20180103 103735,131.370000000
20180103 103735,131.370000000
20180103 103735,131.370000000
20180103 103735,131.370000000
20180103 103735,131.370000000
20180103 103735,131.370000000
20180103 103745,131.380000000
20180103 103746,131.380000000
20180103 103748,131.400000000
20180103 103748,131.410000000
20180103 103748,131.410000000
20180103 103748,131.420000000
20180103 103748,131.430000000
20180103 103754,131.420000000
20180103 103754,131.430000000
20180103 103758,131.430000000
20180103 103759,131.430000000
20180103 103759,131.430000000
20180103 103759,131.430000000
20180103 103759,131.430000000
20180103 103759,131.430000000
20180103 103800,131.390000000
20180103 103801,131.370000000
20180103 103807,131.390000000
20180103 103807,131.390000000
20180103 103807,131.370000000
20180103 103807,131.370000000
20180103 103807,131.370000000
20180103 103807,131.360000000
20180103 103815,131.390000000
20180103 103825,131.370000000
20180103 103825,131.360000000
20180103 103825,131.320000000
20180103 103826,131.320000000
20180103 103826,131.320000000
20180103 103826,131.320000000
20180103 103826,131.320000000
20180103 103826,131.300000000
20180103 103826,131.300000000
20180103 103827,131.310000000
20180103 103827,131.310000000
20180103 103828,131.300000000
20180103 103830,131.330000000
20180103 103834,131.360000000
20180103 103840,131.370000000
20180103 103852,131.370000000
20180103 103852,131.380000000
20180103 103853,131.390000000
20180103 103853,131.390000000
20180103 103853,131.400000000
20180103 103854,131.400000000
20180103 103854,131.400000000
20180103 103854,131.400000000
20180103 103854,131.400000000
20180103 103854,131.420000000
20180103 103854,131.440000000
20180103 103854,131.440000000
20180103 103854,131.440000000
20180103 103854,131.440000000
20180103 103854,131.450000000
20180103 103854,131.450000000
20180103 103854,131.450000000
20180103 103854,131.450000000
20180103 103857,131.450000000
20180103 103858,131.430000000
20180103 103859,131.430000000
20180103 103859,131.420000000
20180103 103859,131.450000000
20180103 103859,131.430000000
20180103 103859,131.420000000
20180103 103902,131.420000000
20180103 103903,131.420000000
20180103 103905,131.400000000
20180103 103905,131.390000000
20180103 103905,131.380000000
20180103 103909,131.420000000
20180103 103916,131.400000000
20180103 103922,131.400000000
20180103 103922,131.380000000
20180103 103936,131.380000000
20180103 103945,131.420000000
20180103 103957,131.420000000
20180103 103957,131.410000000
20180103 103957,131.400000000
20180103 103957,131.400000000
20180103 103957,131.390000000
20180103 103957,131.390000000
20180103 103957,131.380000000
20180103 103957,131.380000000
20180103 103957,131.370000000
20180103 103957,131.370000000
20180103 103957,131.370000000
20180103 103957,131.360000000
20180103 103957,131.360000000
20180103 103957,131.360000000
20180103 103957,131.350000000
20180103 103957,131.350000000
20180103 103957,131.350000000
20180103 103957,131.390000000
20180103 104011,131.350000000
20180103 104011,131.410000000
20180103 104011,131.410000000
20180103 104013,131.410000000
20180103 104014,131.420000000
20180103 104014,131.450000000
20180103 104015,131.450000000
20180103 104015,131.450000000
20180103 104015,131.450000000
20180103 104018,131.410000000
20180103 104020,131.450000000
20180103 104020,131.450000000
20180103 104022,131.410000000
20180103 104025,131.390000000
20180103 104033,131.350000000
20180103 104040,131.350000000
20180103 104042,131.360000000
20180103 104049,131.400000000
20180103 104052,131.370000000
20180103 104102,131.400000000
20180103 104102,131.410000000
20180103 104102,131.410000000
20180103 104102,131.410000000
20180103 104102,131.450000000
20180103 104102,131.450000000
20180103 104102,131.450000000
20180103 104103,131.430000000
20180103 104104,131.460000000
20180103 104104,131.460000000
20180103 104104,131.460000000
20180103 104105,131.470000000
20180103 104105,131.470000000
20180103 104105,131.470000000
20180103 104105,131.470000000
20180103 104105,131.470000000
20180103 104105,131.470000000
20180103 104105,131.470000000
20180103 104105,131.470000000
20180103 104105,131.470000000
20180103 104105,131.470000000
20180103 104105,131.480000000
20180103 104105,131.480000000
20180103 104105,131.480000000
20180103 104105,131.480000000
20180103 104105,131.480000000
20180103 104105,131.480000000
20180103 104105,131.490000000
20180103 104106,131.490000000
20180103 104107,131.470000000
20180103 104107,131.440000000
20180103 104107,131.470000000
20180103 104107,131.440000000
20180103 104111,131.470000000
20180103 104111,131.480000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.490000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.500000000
20180103 104111,131.510000000
20180103 104111,131.520000000
20180103 104111,131.520000000
20180103 104111,131.520000000
20180103 104111,131.520000000
20180103 104111,131.520000000
20180103 104111,131.530000000
20180103 104111,131.530000000
20180103 104111,131.540000000
20180103 104111,131.540000000
20180103 104111,131.540000000
20180103 104111,131.540000000
20180103 104111,131.550000000
20180103 104111,131.550000000
20180103 104111,131.550000000
20180103 104111,131.550000000
20180103 104112,131.550000000
20180103 104112,131.560000000
20180103 104112,131.570000000
20180103 104112,131.570000000
20180103 104112,131.570000000
20180103 104112,131.570000000
20180103 104113,131.570000000
20180103 104116,131.570000000
20180103 104116,131.570000000
20180103 104117,131.570000000
20180103 104117,131.570000000
20180103 104117,131.550000000
20180103 104117,131.570000000
20180103 104117,131.570000000
20180103 104117,131.570000000
20180103 104117,131.570000000
20180103 104121,131.540000000
20180103 104121,131.550000000
20180103 104121,131.540000000
20180103 104121,131.550000000
20180103 104121,131.560000000
20180103 104121,131.560000000
20180103 104121,131.570000000
20180103 104121,131.570000000
20180103 104121,131.560000000
20180103 104121,131.570000000
20180103 104121,131.580000000
20180103 104121,131.580000000
20180103 104121,131.580000000
20180103 104121,131.580000000
20180103 104121,131.550000000
20180103 104121,131.570000000
20180103 104121,131.560000000
20180103 104121,131.570000000
20180103 104121,131.570000000
20180103 104121,131.580000000
20180103 104121,131.520000000
20180103 104123,131.580000000
20180103 104123,131.580000000
20180103 104123,131.580000000
20180103 104123,131.590000000
20180103 104123,131.590000000
20180103 104123,131.590000000
20180103 104123,131.600000000
20180103 104124,131.550000000
20180103 104124,131.570000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.600000000
20180103 104124,131.610000000
20180103 104124,131.610000000
20180103 104124,131.610000000
20180103 104124,131.610000000
20180103 104124,131.610000000
20180103 104124,131.620000000
20180103 104124,131.620000000
20180103 104124,131.620000000
20180103 104124,131.620000000
20180103 104124,131.630000000
20180103 104124,131.630000000
20180103 104124,131.630000000
20180103 104124,131.630000000
20180103 104124,131.630000000
20180103 104124,131.640000000
20180103 104124,131.640000000
20180103 104124,131.640000000
20180103 104124,131.640000000
20180103 104124,131.640000000
20180103 104124,131.640000000
20180103 104124,131.650000000
20180103 104124,131.650000000
20180103 104124,131.600000000
20180103 104125,131.600000000
20180103 104125,131.600000000
20180103 104129,131.630000000
20180103 104129,131.640000000
20180103 104129,131.630000000
20180103 104129,131.640000000
20180103 104129,131.640000000
20180103 104132,131.600000000
20180103 104132,131.620000000
20180103 104135,131.630000000
20180103 104135,131.650000000
20180103 104135,131.650000000
20180103 104135,131.650000000
20180103 104135,131.650000000
20180103 104135,131.670000000
20180103 104135,131.670000000
20180103 104135,131.670000000
20180103 104135,131.670000000
20180103 104135,131.680000000
20180103 104135,131.680000000
20180103 104135,131.680000000
20180103 104135,131.690000000
20180103 104135,131.690000000
20180103 104135,131.690000000
20180103 104135,131.690000000
20180103 104135,131.690000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.700000000
20180103 104135,131.710000000
20180103 104135,131.710000000
20180103 104135,131.710000000
20180103 104135,131.710000000
20180103 104135,131.710000000
20180103 104135,131.710000000
20180103 104135,131.720000000
20180103 104135,131.720000000
20180103 104135,131.720000000
20180103 104135,131.730000000
20180103 104135,131.730000000
20180103 104135,131.730000000
20180103 104135,131.740000000
20180103 104135,131.740000000
20180103 104135,131.750000000
20180103 104135,131.750000000
20180103 104135,131.750000000
20180103 104135,131.730000000
20180103 104135,131.730000000
20180103 104135,131.720000000
20180103 104136,131.720000000
20180103 104136,131.720000000
20180103 104136,131.730000000
20180103 104136,131.720000000
20180103 104136,131.720000000
20180103 104136,131.720000000
20180103 104136,131.710000000
20180103 104136,131.690000000
20180103 104136,131.680000000
20180103 104136,131.700000000
20180103 104136,131.680000000
20180103 104136,131.660000000
20180103 104136,131.670000000
20180103 104136,131.660000000
20180103 104136,131.650000000
20180103 104136,131.640000000
20180103 104136,131.570000000
20180103 104136,131.560000000
20180103 104136,131.550000000
20180103 104136,131.540000000
20180103 104137,131.660000000
20180103 104137,131.650000000
20180103 104137,131.650000000
20180103 104137,131.650000000
20180103 104137,131.640000000
20180103 104137,131.630000000
20180103 104137,131.630000000
20180103 104138,131.630000000
20180103 104139,131.590000000
20180103 104139,131.590000000
20180103 104140,131.620000000
20180103 104140,131.620000000
20180103 104141,131.530000000
20180103 104141,131.530000000
20180103 104142,131.560000000
20180103 104143,131.560000000
20180103 104143,131.570000000
20180103 104143,131.580000000
20180103 104143,131.580000000
20180103 104143,131.590000000
20180103 104143,131.590000000
20180103 104143,131.590000000
20180103 104143,131.600000000
20180103 104143,131.600000000
20180103 104143,131.600000000
20180103 104143,131.600000000
20180103 104143,131.600000000
20180103 104143,131.550000000
20180103 104143,131.530000000
20180103 104143,131.530000000
20180103 104143,131.550000000
20180103 104143,131.550000000
20180103 104145,131.600000000
20180103 104145,131.600000000
20180103 104145,131.600000000
20180103 104145,131.600000000
20180103 104145,131.570000000
20180103 104145,131.570000000
20180103 104145,131.570000000
20180103 104145,131.570000000
20180103 104145,131.570000000
20180103 104150,131.570000000
20180103 104150,131.570000000
20180103 104150,131.560000000
20180103 104150,131.560000000
20180103 104150,131.550000000
20180103 104150,131.530000000
20180103 104150,131.520000000
20180103 104150,131.520000000
20180103 104150,131.510000000
20180103 104150,131.510000000
20180103 104150,131.510000000
20180103 104150,131.510000000
20180103 104150,131.500000000
20180103 104150,131.500000000
20180103 104150,131.500000000
20180103 104150,131.500000000
20180103 104150,131.490000000
20180103 104150,131.480000000
20180103 104150,131.580000000
20180103 104151,131.510000000
20180103 104152,131.580000000
20180103 104153,131.510000000
20180103 104154,131.580000000
20180103 104154,131.590000000
20180103 104154,131.600000000
20180103 104154,131.600000000
20180103 104154,131.600000000
20180103 104157,131.510000000
20180103 104201,131.510000000
20180103 104206,131.510000000
20180103 104206,131.510000000
20180103 104209,131.560000000
20180103 104215,131.530000000
20180103 104215,131.530000000
20180103 104215,131.530000000
20180103 104221,131.530000000
20180103 104222,131.530000000
20180103 104222,131.530000000
20180103 104222,131.530000000
20180103 104222,131.530000000
20180103 104229,131.480000000
20180103 104229,131.470000000
20180103 104230,131.530000000
20180103 104240,131.460000000
20180103 104240,131.430000000
20180103 104240,131.430000000
20180103 104240,131.420000000
20180103 104240,131.410000000
20180103 104243,131.410000000
20180103 104244,131.410000000
20180103 104244,131.410000000
20180103 104244,131.400000000
20180103 104246,131.480000000
20180103 104250,131.480000000
20180103 104250,131.480000000
20180103 104250,131.500000000
20180103 104255,131.500000000
20180103 104255,131.500000000
20180103 104255,131.500000000
20180103 104255,131.520000000
20180103 104255,131.550000000
20180103 104258,131.520000000
20180103 104308,131.480000000
20180103 104311,131.530000000
20180103 104311,131.550000000
20180103 104311,131.550000000
20180103 104312,131.490000000
20180103 104312,131.490000000
20180103 104312,131.480000000
20180103 104316,131.540000000
20180103 104316,131.540000000
20180103 104328,131.420000000
20180103 104337,131.440000000
20180103 104338,131.440000000
20180103 104339,131.420000000
20180103 104339,131.420000000
20180103 104339,131.420000000
20180103 104343,131.410000000
20180103 104349,131.410000000
20180103 104349,131.410000000
20180103 104353,131.480000000
20180103 104357,131.470000000
20180103 104357,131.470000000
20180103 104407,131.410000000
20180103 104408,131.480000000
20180103 104408,131.470000000
20180103 104414,131.470000000
20180103 104414,131.410000000
20180103 104414,131.410000000
20180103 104414,131.410000000
20180103 104414,131.410000000
20180103 104414,131.400000000
20180103 104436,131.400000000
20180103 104436,131.400000000
20180103 104436,131.400000000
20180103 104436,131.400000000
20180103 104436,131.400000000
20180103 104436,131.390000000
20180103 104436,131.360000000
20180103 104436,131.350000000
20180103 104436,131.340000000
20180103 104436,131.340000000
20180103 104436,131.340000000
20180103 104436,131.330000000
20180103 104436,131.320000000
20180103 104436,131.310000000
20180103 104437,131.300000000
20180103 104437,131.300000000
20180103 104437,131.270000000
20180103 104439,131.290000000
20180103 104448,131.300000000
20180103 104449,131.280000000
20180103 104450,131.340000000
20180103 104450,131.340000000
20180103 104450,131.340000000
20180103 104450,131.340000000
20180103 104450,131.350000000
20180103 104450,131.380000000
20180103 104450,131.380000000
20180103 104450,131.390000000
20180103 104450,131.390000000
20180103 104450,131.400000000
20180103 104450,131.400000000
20180103 104450,131.410000000
20180103 104450,131.420000000
20180103 104450,131.480000000
20180103 104454,131.410000000
20180103 104454,131.400000000
20180103 104507,131.450000000
20180103 104511,131.410000000
20180103 104519,131.470000000
20180103 104531,131.400000000
20180103 104540,131.360000000
20180103 104540,131.360000000
20180103 104558,131.360000000
20180103 104558,131.360000000
20180103 104558,131.360000000
20180103 104558,131.350000000
20180103 104558,131.350000000
20180103 104558,131.340000000
20180103 104558,131.320000000
20180103 104558,131.300000000
20180103 104558,131.290000000
20180103 104558,131.260000000
20180103 104558,131.260000000
20180103 104558,131.240000000
20180103 104558,131.240000000
20180103 104558,131.320000000
20180103 104559,131.330000000
20180103 104617,131.350000000
20180103 104618,131.340000000
20180103 104644,131.320000000
20180103 104644,131.310000000
20180103 104644,131.300000000
20180103 104644,131.300000000
20180103 104644,131.290000000
20180103 104644,131.280000000
20180103 104652,131.340000000
20180103 104652,131.330000000
20180103 104657,131.280000000
20180103 104703,131.330000000
20180103 104703,131.330000000
20180103 104704,131.270000000
20180103 104704,131.270000000
20180103 104705,131.330000000
20180103 104705,131.330000000
20180103 104706,131.340000000
20180103 104706,131.340000000
20180103 104706,131.340000000
20180103 104706,131.340000000
20180103 104706,131.390000000
20180103 104706,131.390000000
20180103 104707,131.340000000
20180103 104707,131.340000000
20180103 104707,131.340000000
20180103 104730,131.290000000
20180103 104739,131.270000000
20180103 104751,131.270000000
20180103 104751,131.270000000
20180103 104753,131.270000000
20180103 104759,131.280000000
20180103 104759,131.280000000
20180103 104759,131.280000000
20180103 104759,131.280000000
20180103 104801,131.280000000
20180103 104801,131.280000000
20180103 104801,131.280000000
20180103 104807,131.230000000
20180103 104807,131.230000000
20180103 104807,131.230000000
20180103 104807,131.230000000
20180103 104807,131.230000000
20180103 104807,131.220000000
20180103 104813,131.230000000
20180103 104817,131.260000000
20180103 104819,131.220000000
20180103 104846,131.220000000
20180103 104846,131.220000000
20180103 104846,131.220000000
20180103 104846,131.220000000
20180103 104846,131.210000000
20180103 104846,131.200000000
20180103 104846,131.200000000
20180103 104846,131.200000000
20180103 104846,131.200000000
20180103 104846,131.190000000
20180103 104858,131.210000000
20180103 104905,131.170000000
20180103 104905,131.170000000
20180103 104905,131.170000000
20180103 104905,131.150000000
20180103 104905,131.150000000
20180103 104908,131.180000000
20180103 104908,131.190000000
20180103 104908,131.190000000
20180103 104908,131.200000000
20180103 104908,131.220000000
20180103 104908,131.230000000
20180103 104908,131.270000000
20180103 104911,131.250000000
20180103 104930,131.220000000
20180103 104948,131.220000000
20180103 104949,131.220000000
20180103 104950,131.200000000
20180103 104953,131.220000000
20180103 105000,131.260000000
20180103 105000,131.240000000
20180103 105000,131.230000000
20180103 105000,131.230000000
20180103 105000,131.230000000
20180103 105000,131.230000000
20180103 105000,131.220000000
20180103 105000,131.220000000
