<DATETIME>,<LAST>
20180103 114321,131.400000000
20180103 114341,131.400000000
20180103 114342,131.400000000
20180103 114342,131.400000000
20180103 114342,131.400000000
20180103 114343,131.400000000
20180103 114343,131.390000000
20180103 114343,131.390000000
20180103 114343,131.380000000
20180103 114343,131.380000000
20180103 114343,131.380000000
20180103 114350,131.390000000
20180103 114350,131.390000000
20180103 114350,131.380000000
20180103 114350,131.380000000
20180103 114352,131.370000000
20180103 114352,131.370000000
20180103 114352,131.370000000
20180103 114352,131.360000000
20180103 114352,131.360000000
20180103 114352,131.370000000
20180103 114352,131.370000000
20180103 114357,131.340000000
20180103 114400,131.340000000
20180103 114409,131.340000000
20180103 114409,131.340000000
20180103 114409,131.340000000
20180103 114409,131.340000000
20180103 114409,131.340000000
20180103 114410,131.330000000
20180103 114410,131.330000000
20180103 114410,131.330000000
20180103 114411,131.320000000
20180103 114411,131.320000000
20180103 114411,131.320000000
20180103 114412,131.320000000
20180103 114412,131.310000000
20180103 114412,131.310000000
20180103 114412,131.310000000
20180103 114412,131.310000000
20180103 114412,131.310000000
20180103 114412,131.370000000
20180103 114412,131.380000000
20180103 114412,131.380000000
20180103 114412,131.400000000
20180103 114412,131.400000000
20180103 114412,131.410000000
20180103 114415,131.410000000
20180103 114415,131.410000000
20180103 114416,131.410000000
20180103 114416,131.440000000
20180103 114416,131.440000000
20180103 114419,131.460000000
20180103 114419,131.460000000
20180103 114419,131.460000000
20180103 114427,131.410000000
20180103 114427,131.410000000
20180103 114427,131.410000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.410000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.400000000
20180103 114427,131.410000000
20180103 114431,131.410000000
20180103 114431,131.460000000
20180103 114431,131.460000000
20180103 114431,131.460000000
20180103 114431,131.460000000
20180103 114436,131.450000000
20180103 114436,131.480000000
20180103 114437,131.440000000
20180103 114437,131.440000000
20180103 114437,131.440000000
20180103 114437,131.440000000
20180103 114437,131.440000000
20180103 114437,131.490000000
20180103 114437,131.490000000
20180103 114437,131.490000000
20180103 114437,131.490000000
20180103 114437,131.490000000
20180103 114437,131.490000000
20180103 114437,131.500000000
20180103 114437,131.500000000
20180103 114437,131.500000000
20180103 114437,131.500000000
20180103 114437,131.500000000
20180103 114437,131.500000000
20180103 114437,131.500000000
20180103 114446,131.540000000
20180103 114446,131.540000000
20180103 114446,131.540000000
20180103 114446,131.500000000
20180103 114446,131.490000000
20180103 114449,131.550000000
20180103 114449,131.550000000
20180103 114449,131.550000000
20180103 114449,131.550000000
20180103 114449,131.550000000
20180103 114449,131.550000000
20180103 114449,131.550000000
20180103 114449,131.550000000
20180103 114449,131.550000000
20180103 114449,131.560000000
20180103 114449,131.560000000
20180103 114449,131.560000000
20180103 114453,131.550000000
20180103 114453,131.570000000
20180103 114453,131.510000000
20180103 114453,131.510000000
20180103 114453,131.510000000
20180103 114453,131.510000000
20180103 114456,131.510000000
20180103 114456,131.540000000
20180103 114456,131.540000000
20180103 114456,131.550000000
20180103 114456,131.550000000
20180103 114456,131.550000000
20180103 114456,131.550000000
20180103 114457,131.490000000
20180103 114457,131.490000000
20180103 114457,131.490000000
20180103 114457,131.490000000
20180103 114457,131.490000000
20180103 114457,131.480000000
20180103 114457,131.480000000
20180103 114457,131.480000000
20180103 114500,131.480000000
20180103 114501,131.480000000
20180103 114502,131.450000000
20180103 114502,131.450000000
20180103 114502,131.450000000
20180103 114502,131.450000000
20180103 114502,131.480000000
20180103 114503,131.440000000
20180103 114503,131.480000000
20180103 114504,131.480000000
20180103 114504,131.480000000
20180103 114505,131.480000000
20180103 114506,131.460000000
20180103 114506,131.460000000
20180103 114506,131.500000000
20180103 114506,131.490000000
20180103 114507,131.480000000
20180103 114507,131.520000000
20180103 114507,131.530000000
20180103 114507,131.530000000
20180103 114507,131.530000000
20180103 114508,131.470000000
20180103 114508,131.470000000
20180103 114508,131.470000000
20180103 114508,131.470000000
20180103 114509,131.520000000
20180103 114509,131.520000000
20180103 114509,131.520000000
20180103 114509,131.520000000
20180103 114509,131.510000000
20180103 114509,131.510000000
20180103 114509,131.510000000
20180103 114511,131.490000000
20180103 114511,131.480000000
20180103 114511,131.480000000
20180103 114511,131.480000000
20180103 114511,131.530000000
20180103 114512,131.480000000
20180103 114513,131.470000000
20180103 114513,131.470000000
20180103 114513,131.470000000
20180103 114513,131.470000000
20180103 114513,131.470000000
20180103 114514,131.520000000
20180103 114514,131.520000000
20180103 114515,131.490000000
20180103 114515,131.490000000
20180103 114516,131.480000000
20180103 114517,131.460000000
20180103 114517,131.440000000
20180103 114518,131.440000000
20180103 114518,131.440000000
20180103 114519,131.440000000
20180103 114519,131.440000000
20180103 114519,131.440000000
20180103 114520,131.440000000
20180103 114520,131.440000000
20180103 114522,131.440000000
20180103 114522,131.440000000
20180103 114523,131.420000000
20180103 114523,131.420000000
20180103 114523,131.420000000
20180103 114523,131.420000000
20180103 114524,131.420000000
20180103 114525,131.410000000
20180103 114525,131.410000000
20180103 114525,131.410000000
20180103 114526,131.400000000
20180103 114528,131.420000000
20180103 114528,131.420000000
20180103 114528,131.420000000
20180103 114528,131.490000000
20180103 114528,131.490000000
20180103 114528,131.500000000
20180103 114528,131.500000000
20180103 114529,131.500000000
20180103 114530,131.460000000
20180103 114530,131.460000000
20180103 114530,131.460000000
20180103 114530,131.460000000
20180103 114533,131.460000000
20180103 114535,131.410000000
20180103 114538,131.440000000
20180103 114538,131.440000000
20180103 114539,131.490000000
20180103 114539,131.490000000
20180103 114539,131.500000000
20180103 114539,131.430000000
20180103 114539,131.430000000
20180103 114539,131.430000000
20180103 114541,131.430000000
20180103 114541,131.430000000
20180103 114542,131.420000000
20180103 114542,131.420000000
20180103 114542,131.420000000
20180103 114544,131.430000000
20180103 114544,131.430000000
20180103 114547,131.420000000
20180103 114547,131.420000000
20180103 114549,131.420000000
20180103 114549,131.420000000
20180103 114554,131.420000000
20180103 114559,131.410000000
20180103 114600,131.410000000
20180103 114600,131.410000000
20180103 114603,131.460000000
20180103 114603,131.480000000
20180103 114608,131.410000000
20180103 114608,131.410000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.400000000
20180103 114614,131.390000000
20180103 114614,131.390000000
20180103 114614,131.390000000
20180103 114614,131.390000000
20180103 114614,131.390000000
20180103 114614,131.390000000
20180103 114617,131.380000000
20180103 114617,131.380000000
20180103 114617,131.390000000
20180103 114617,131.390000000
20180103 114617,131.400000000
20180103 114617,131.400000000
20180103 114617,131.400000000
20180103 114617,131.400000000
20180103 114617,131.400000000
20180103 114617,131.410000000
20180103 114617,131.410000000
20180103 114617,131.420000000
20180103 114617,131.430000000
20180103 114617,131.430000000
20180103 114617,131.440000000
20180103 114617,131.450000000
20180103 114617,131.450000000
20180103 114618,131.480000000
20180103 114618,131.490000000
20180103 114618,131.490000000
20180103 114618,131.500000000
20180103 114618,131.500000000
20180103 114620,131.510000000
20180103 114620,131.510000000
20180103 114625,131.450000000
20180103 114626,131.450000000
20180103 114626,131.450000000
20180103 114630,131.450000000
20180103 114630,131.450000000
20180103 114631,131.480000000
20180103 114631,131.490000000
20180103 114631,131.490000000
20180103 114631,131.500000000
20180103 114631,131.500000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114633,131.450000000
20180103 114642,131.500000000
20180103 114643,131.470000000
20180103 114643,131.460000000
20180103 114643,131.460000000
20180103 114643,131.460000000
20180103 114643,131.450000000
20180103 114645,131.530000000
20180103 114645,131.530000000
20180103 114646,131.500000000
20180103 114655,131.550000000
20180103 114655,131.560000000
20180103 114655,131.560000000
20180103 114655,131.560000000
20180103 114655,131.570000000
20180103 114655,131.570000000
20180103 114701,131.580000000
20180103 114701,131.580000000
20180103 114701,131.570000000
20180103 114701,131.570000000
20180103 114701,131.590000000
20180103 114701,131.570000000
20180103 114701,131.560000000
20180103 114701,131.550000000
20180103 114701,131.550000000
20180103 114705,131.550000000
20180103 114706,131.570000000
20180103 114706,131.590000000
20180103 114706,131.590000000
20180103 114706,131.590000000
20180103 114706,131.590000000
20180103 114708,131.560000000
20180103 114708,131.560000000
20180103 114726,131.510000000
20180103 114745,131.590000000
20180103 114745,131.600000000
20180103 114745,131.600000000
20180103 114745,131.600000000
20180103 114745,131.600000000
20180103 114745,131.600000000
20180103 114812,131.610000000
20180103 114812,131.620000000
20180103 114812,131.620000000
20180103 114824,131.570000000
20180103 114824,131.550000000
20180103 114824,131.550000000
20180103 114824,131.530000000
20180103 114824,131.520000000
20180103 114839,131.590000000
20180103 114839,131.590000000
20180103 114847,131.590000000
20180103 114848,131.560000000
20180103 114848,131.560000000
20180103 114848,131.560000000
20180103 114854,131.560000000
20180103 114854,131.560000000
20180103 114854,131.560000000
20180103 114854,131.560000000
20180103 114859,131.540000000
20180103 114859,131.540000000
20180103 114919,131.510000000
20180103 114921,131.510000000
20180103 114921,131.500000000
20180103 114930,131.510000000
20180103 114931,131.500000000
20180103 114941,131.500000000
20180103 114941,131.500000000
20180103 114941,131.500000000
20180103 114942,131.500000000
20180103 114942,131.500000000
20180103 114942,131.500000000
20180103 114951,131.500000000
20180103 114952,131.530000000
20180103 115000,131.500000000
20180103 115008,131.500000000
20180103 115008,131.500000000
20180103 115008,131.500000000
20180103 115008,131.500000000
20180103 115011,131.500000000
20180103 115011,131.520000000
20180103 115011,131.530000000
20180103 115011,131.530000000
20180103 115013,131.510000000
20180103 115013,131.500000000
20180103 115013,131.500000000
20180103 115013,131.500000000
20180103 115015,131.500000000
20180103 115015,131.500000000
20180103 115015,131.500000000
20180103 115015,131.500000000
20180103 115015,131.500000000
20180103 115015,131.500000000
20180103 115015,131.500000000
20180103 115015,131.500000000
20180103 115015,131.500000000
20180103 115022,131.510000000
20180103 115023,131.560000000
20180103 115023,131.560000000
20180103 115023,131.570000000
20180103 115054,131.560000000
20180103 115054,131.510000000
20180103 115119,131.570000000
20180103 115119,131.570000000
20180103 115119,131.580000000
20180103 115122,131.520000000
20180103 115122,131.520000000
20180103 115122,131.510000000
20180103 115122,131.500000000
20180103 115122,131.500000000
20180103 115122,131.500000000
20180103 115122,131.500000000
20180103 115122,131.500000000
20180103 115122,131.500000000
20180103 115122,131.500000000
20180103 115124,131.500000000
20180103 115124,131.500000000
20180103 115124,131.500000000
20180103 115124,131.500000000
20180103 115125,131.500000000
20180103 115125,131.500000000
20180103 115126,131.500000000
20180103 115126,131.500000000
20180103 115127,131.500000000
20180103 115127,131.500000000
20180103 115128,131.500000000
20180103 115128,131.500000000
20180103 115128,131.500000000
20180103 115130,131.500000000
20180103 115139,131.500000000
20180103 115140,131.500000000
20180103 115140,131.500000000
20180103 115146,131.500000000
20180103 115157,131.500000000
20180103 115159,131.500000000
20180103 115206,131.500000000
20180103 115206,131.500000000
20180103 115206,131.500000000
20180103 115206,131.500000000
20180103 115210,131.510000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.520000000
20180103 115211,131.540000000
20180103 115218,131.530000000
20180103 115218,131.530000000
20180103 115218,131.530000000
20180103 115218,131.530000000
20180103 115218,131.530000000
20180103 115221,131.530000000
20180103 115222,131.530000000
20180103 115222,131.530000000
20180103 115223,131.520000000
20180103 115223,131.520000000
20180103 115223,131.520000000
20180103 115223,131.520000000
20180103 115243,131.510000000
20180103 115243,131.510000000
20180103 115243,131.510000000
20180103 115243,131.510000000
20180103 115243,131.510000000
20180103 115243,131.510000000
20180103 115250,131.510000000
20180103 115322,131.570000000
20180103 115322,131.580000000
20180103 115322,131.520000000
20180103 115334,131.510000000
20180103 115340,131.510000000
20180103 115351,131.570000000
20180103 115401,131.520000000
20180103 115430,131.520000000
20180103 115430,131.520000000
20180103 115430,131.520000000
20180103 115430,131.510000000
20180103 115430,131.510000000
20180103 115430,131.500000000
20180103 115430,131.500000000
20180103 115430,131.500000000
20180103 115430,131.500000000
20180103 115433,131.520000000
20180103 115435,131.500000000
20180103 115455,131.500000000
20180103 115455,131.500000000
20180103 115455,131.500000000
20180103 115458,131.540000000
20180103 115512,131.500000000
20180103 115512,131.500000000
20180103 115514,131.540000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115525,131.500000000
20180103 115529,131.530000000
20180103 115529,131.530000000
20180103 115529,131.540000000
20180103 115529,131.550000000
20180103 115529,131.550000000
20180103 115529,131.550000000
20180103 115536,131.500000000
20180103 115540,131.540000000
20180103 115540,131.540000000
20180103 115540,131.550000000
20180103 115554,131.500000000
20180103 115611,131.510000000
20180103 115611,131.510000000
20180103 115613,131.500000000
20180103 115613,131.500000000
20180103 115613,131.500000000
20180103 115613,131.500000000
20180103 115614,131.500000000
20180103 115614,131.490000000
20180103 115614,131.490000000
20180103 115614,131.460000000
20180103 115618,131.460000000
20180103 115618,131.460000000
20180103 115618,131.460000000
20180103 115618,131.460000000
20180103 115621,131.500000000
20180103 115624,131.450000000
20180103 115625,131.410000000
20180103 115626,131.390000000
20180103 115626,131.390000000
20180103 115626,131.390000000
20180103 115627,131.390000000
20180103 115627,131.390000000
20180103 115627,131.390000000
20180103 115627,131.390000000
20180103 115630,131.450000000
20180103 115630,131.460000000
20180103 115630,131.470000000
20180103 115636,131.420000000
20180103 115637,131.390000000
20180103 115637,131.380000000
20180103 115637,131.380000000
20180103 115642,131.400000000
20180103 115642,131.400000000
20180103 115642,131.400000000
20180103 115645,131.390000000
20180103 115645,131.390000000
20180103 115646,131.370000000
20180103 115646,131.360000000
20180103 115646,131.360000000
20180103 115646,131.360000000
20180103 115702,131.400000000
20180103 115719,131.450000000
20180103 115719,131.460000000
20180103 115722,131.420000000
20180103 115723,131.390000000
20180103 115723,131.380000000
20180103 115723,131.380000000
20180103 115731,131.390000000
20180103 115731,131.390000000
20180103 115731,131.390000000
20180103 115731,131.390000000
20180103 115735,131.370000000
20180103 115735,131.370000000
20180103 115735,131.370000000
20180103 115740,131.350000000
20180103 115740,131.350000000
20180103 115741,131.320000000
20180103 115741,131.310000000
20180103 115741,131.310000000
20180103 115741,131.310000000
20180103 115741,131.310000000
20180103 115741,131.310000000
20180103 115741,131.310000000
20180103 115748,131.310000000
20180103 115748,131.310000000
20180103 115751,131.310000000
20180103 115751,131.310000000
20180103 115818,131.410000000
20180103 115818,131.420000000
20180103 115823,131.350000000
20180103 115823,131.350000000
20180103 115824,131.320000000
20180103 115824,131.310000000
20180103 115824,131.300000000
20180103 115824,131.300000000
20180103 115824,131.300000000
20180103 115828,131.360000000
20180103 115836,131.300000000
20180103 115836,131.300000000
20180103 115836,131.290000000
20180103 115836,131.290000000
20180103 115836,131.290000000
20180103 115836,131.290000000
20180103 115836,131.290000000
20180103 115837,131.230000000
20180103 115842,131.310000000
20180103 115842,131.320000000
20180103 115842,131.320000000
20180103 115842,131.340000000
20180103 115906,131.310000000
20180103 115906,131.320000000
20180103 115906,131.320000000
20180103 115913,131.270000000
20180103 115914,131.230000000
20180103 115914,131.220000000
20180103 115915,131.210000000
20180103 115915,131.210000000
20180103 115941,131.210000000
20180103 115948,131.210000000
20180103 115948,131.210000000
20180103 120039,131.270000000
20180103 120055,131.280000000
20180103 120055,131.280000000
20180103 120055,131.280000000
20180103 120109,131.290000000
20180103 120109,131.290000000
20180103 120109,131.290000000
20180103 120111,131.290000000
20180103 120111,131.300000000
20180103 120111,131.310000000
20180103 120111,131.310000000
20180103 120135,131.250000000
20180103 120148,131.250000000
20180103 120148,131.250000000
20180103 120148,131.250000000
20180103 120148,131.250000000
20180103 120148,131.250000000
20180103 120148,131.250000000
20180103 120148,131.250000000
20180103 120148,131.250000000
20180103 120148,131.250000000
20180103 120148,131.250000000
20180103 120149,131.270000000
20180103 120157,131.260000000
20180103 120157,131.270000000
20180103 120157,131.270000000
20180103 120157,131.270000000
20180103 120157,131.270000000
20180103 120157,131.280000000
20180103 120232,131.230000000
20180103 120237,131.210000000
20180103 120237,131.200000000
20180103 120237,131.200000000
20180103 120237,131.200000000
20180103 120237,131.200000000
20180103 120237,131.200000000
20180103 120237,131.200000000
20180103 120237,131.200000000
20180103 120237,131.200000000
20180103 120237,131.200000000
20180103 120239,131.200000000
20180103 120240,131.200000000
20180103 120305,131.230000000
20180103 120305,131.230000000
20180103 120310,131.250000000
20180103 120323,131.230000000
20180103 120345,131.230000000
20180103 120345,131.230000000
20180103 120350,131.230000000
20180103 120414,131.230000000
20180103 120414,131.230000000
20180103 120414,131.230000000
20180103 120415,131.210000000
20180103 120416,131.200000000
20180103 120416,131.200000000
20180103 120416,131.200000000
20180103 120416,131.200000000
20180103 120429,131.210000000
20180103 120430,131.200000000
20180103 120431,131.190000000
