<DATETIME>,<RETURN>
20180103 114038,0.0000001
20180103 114038,0.0000001
20180103 114038,0.0000001
20180103 114038,0.0500001
20180103 114039,0.0000001
20180103 114039,0.0000001
20180103 114039,0.0100001
20180103 114039,0.0000001
20180103 114039,0.0000001
20180103 114039,-0.0499999
20180103 114041,0.0000001
20180103 114043,-0.0099999
20180103 114043,-0.0199999
20180103 114043,0.0000001
20180103 114043,-0.0399999
20180103 114044,0.0000001
20180103 114044,0.0000001
20180103 114044,0.0000001
20180103 114044,0.0600001
20180103 114046,0.0000001
20180103 114046,0.0000001
20180103 114046,0.0000001
20180103 114050,0.0100001
20180103 114050,-0.0099999
20180103 114107,0.0500001
20180103 114111,0.0000001
20180103 114111,0.0000001
20180103 114111,0.0100001
20180103 114114,-0.0099999
20180103 114129,0.0100001
20180103 114129,-0.0499999
20180103 114139,0.0000001
20180103 114139,0.0000001
20180103 114139,-0.0099999
20180103 114140,0.0000001
20180103 114140,0.0000001
20180103 114140,0.0000001
20180103 114140,-0.0199999
20180103 114141,0.0000001
20180103 114141,0.0000001
20180103 114141,0.0000001
20180103 114141,0.0000001
20180103 114141,0.0000001
20180103 114141,0.0000001
20180103 114141,0.0500001
20180103 114159,-0.0099999
20180103 114204,-0.0199999
20180103 114211,-0.0099999
20180103 114229,0.0000001
20180103 114229,0.0000001
20180103 114229,0.0000001
20180103 114229,0.0000001
20180103 114232,0.0000001
20180103 114232,0.0000001
20180103 114233,0.0200001
20180103 114253,0.0000001
20180103 114253,0.0000001
20180103 114253,-0.0099999
20180103 114254,0.0000001
20180103 114254,0.0000001
20180103 114255,0.0000001
20180103 114255,0.0000001
20180103 114255,0.0100001
20180103 114312,0.0000001
20180103 114315,0.0000001
20180103 114315,0.0000001
20180103 114315,0.0000001
20180103 114315,-0.0099999
20180103 114321,0.0000001
20180103 114341,0.0000001
20180103 114342,0.0000001
20180103 114342,0.0000001
20180103 114342,0.0000001
20180103 114343,-0.0099999
20180103 114343,0.0000001
20180103 114343,-0.0099999
20180103 114343,0.0000001
20180103 114343,0.0000001
20180103 114343,0.0100001
20180103 114350,0.0000001
20180103 114350,-0.0099999
20180103 114350,0.0000001
20180103 114350,-0.0099999
20180103 114352,0.0000001
20180103 114352,0.0000001
20180103 114352,-0.0099999
20180103 114352,0.0000001
20180103 114352,0.0100001
20180103 114352,0.0000001
20180103 114352,-0.0299999
20180103 114357,0.0000001
20180103 114400,0.0000001
20180103 114409,0.0000001
20180103 114409,0.0000001
20180103 114409,0.0000001
20180103 114409,0.0000001
20180103 114409,-0.0099999
20180103 114410,0.0000001
20180103 114410,0.0000001
20180103 114410,-0.0099999
20180103 114411,0.0000001
20180103 114411,0.0000001
20180103 114411,0.0000001
20180103 114412,-0.0099999
20180103 114412,0.0000001
20180103 114412,0.0000001
20180103 114412,0.0000001
20180103 114412,0.0000001
20180103 114412,0.0600001
20180103 114412,0.0100001
20180103 114412,0.0000001
20180103 114412,0.0200001
20180103 114412,0.0000001
20180103 114412,0.0100001
20180103 114412,0.0000001
20180103 114415,0.0000001
20180103 114415,0.0000001
20180103 114416,0.0300001
20180103 114416,0.0000001
20180103 114416,0.0200001
20180103 114419,0.0000001
20180103 114419,0.0000001
20180103 114419,-0.0499999
20180103 114427,0.0000001
20180103 114427,0.0000001
20180103 114427,-0.0099999
20180103 114427,0.0000001
20180103 114427,0.0000001
20180103 114427,0.0000001
20180103 114427,0.0000001
20180103 114427,0.0000001
20180103 114427,0.0100001
20180103 114427,-0.0099999
20180103 114427,0.0000001
20180103 114427,0.0000001
20180103 114427,0.0000001
20180103 114427,0.0000001
20180103 114427,0.0000001
20180103 114427,0.0100001
20180103 114427,0.0000001
20180103 114431,0.0500001
20180103 114431,0.0000001
20180103 114431,0.0000001
20180103 114431,0.0000001
20180103 114431,-0.0099999
20180103 114436,0.0300001
20180103 114436,-0.0399999
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0500001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0100001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0000001
20180103 114437,0.0400001
20180103 114446,0.0000001
20180103 114446,0.0000001
20180103 114446,-0.0399999
20180103 114446,-0.0099999
20180103 114446,0.0600001
20180103 114449,0.0000001
20180103 114449,0.0000001
20180103 114449,0.0000001
20180103 114449,0.0000001
20180103 114449,0.0000001
20180103 114449,0.0000001
20180103 114449,0.0000001
20180103 114449,0.0000001
20180103 114449,0.0100001
20180103 114449,0.0000001
20180103 114449,0.0000001
20180103 114449,-0.0099999
20180103 114453,0.0200001
20180103 114453,-0.0599999
20180103 114453,0.0000001
20180103 114453,0.0000001
20180103 114453,0.0000001
20180103 114453,0.0000001
20180103 114456,0.0300001
20180103 114456,0.0000001
20180103 114456,0.0100001
20180103 114456,0.0000001
20180103 114456,0.0000001
20180103 114456,0.0000001
20180103 114456,-0.0599999
20180103 114457,0.0000001
20180103 114457,0.0000001
20180103 114457,0.0000001
20180103 114457,0.0000001
20180103 114457,-0.0099999
20180103 114457,0.0000001
20180103 114457,0.0000001
20180103 114457,0.0000001
20180103 114500,0.0000001
20180103 114501,-0.0299999
20180103 114502,0.0000001
20180103 114502,0.0000001
20180103 114502,0.0000001
20180103 114502,0.0300001
20180103 114502,-0.0399999
20180103 114503,0.0400001
20180103 114503,0.0000001
20180103 114504,0.0000001
20180103 114504,0.0000001
20180103 114505,-0.0199999
20180103 114506,0.0000001
20180103 114506,0.0400001
20180103 114506,-0.0099999
20180103 114506,-0.0099999
20180103 114507,0.0400001
20180103 114507,0.0100001
20180103 114507,0.0000001
20180103 114507,0.0000001
20180103 114507,-0.0599999
20180103 114508,0.0000001
20180103 114508,0.0000001
20180103 114508,0.0000001
20180103 114508,0.0500001
20180103 114509,0.0000001
20180103 114509,0.0000001
20180103 114509,0.0000001
20180103 114509,-0.0099999
20180103 114509,0.0000001
20180103 114509,0.0000001
20180103 114509,-0.0199999
20180103 114511,-0.0099999
20180103 114511,0.0000001
20180103 114511,0.0000001
20180103 114511,0.0500001
20180103 114511,-0.0499999
20180103 114512,-0.0099999
20180103 114513,0.0000001
20180103 114513,0.0000001
20180103 114513,0.0000001
20180103 114513,0.0000001
20180103 114513,0.0500001
20180103 114514,0.0000001
20180103 114514,-0.0299999
20180103 114515,0.0000001
20180103 114515,-0.0099999
20180103 114516,-0.0199999
20180103 114517,-0.0199999
20180103 114517,0.0000001
20180103 114518,0.0000001
20180103 114518,0.0000001
20180103 114519,0.0000001
20180103 114519,0.0000001
20180103 114519,0.0000001
20180103 114520,0.0000001
20180103 114520,0.0000001
20180103 114522,0.0000001
20180103 114522,-0.0199999
20180103 114523,0.0000001
20180103 114523,0.0000001
20180103 114523,0.0000001
20180103 114523,0.0000001
20180103 114524,-0.0099999
20180103 114525,0.0000001
20180103 114525,0.0000001
20180103 114525,-0.0099999
20180103 114526,0.0200001
20180103 114528,0.0000001
20180103 114528,0.0000001
20180103 114528,0.0700001
20180103 114528,0.0000001
20180103 114528,0.0100001
20180103 114528,0.0000001
20180103 114528,0.0000001
20180103 114529,-0.0399999
20180103 114530,0.0000001
20180103 114530,0.0000001
20180103 114530,0.0000001
20180103 114530,0.0000001
20180103 114533,-0.0499999
20180103 114535,0.0300001
20180103 114538,0.0000001
20180103 114538,0.0500001
20180103 114539,0.0000001
20180103 114539,0.0100001
20180103 114539,-0.0699999
20180103 114539,0.0000001
20180103 114539,0.0000001
20180103 114539,0.0000001
20180103 114541,0.0000001
20180103 114541,-0.0099999
20180103 114542,0.0000001
20180103 114542,0.0000001
20180103 114542,0.0100001
20180103 114544,0.0000001
20180103 114544,-0.0099999
20180103 114547,0.0000001
20180103 114547,0.0000001
20180103 114549,0.0000001
20180103 114549,0.0000001
20180103 114554,-0.0099999
20180103 114559,0.0000001
20180103 114600,0.0000001
20180103 114600,0.0500001
20180103 114603,0.0200001
20180103 114603,-0.0699999
20180103 114608,0.0000001
20180103 114608,-0.0099999
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,-0.0099999
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,0.0000001
20180103 114614,-0.0099999
20180103 114617,0.0000001
20180103 114617,0.0100001
20180103 114617,0.0000001
20180103 114617,0.0100001
20180103 114617,0.0000001
20180103 114617,0.0000001
20180103 114617,0.0000001
20180103 114617,0.0000001
20180103 114617,0.0100001
20180103 114617,0.0000001
20180103 114617,0.0100001
20180103 114617,0.0100001
20180103 114617,0.0000001
20180103 114617,0.0100001
20180103 114617,0.0100001
20180103 114617,0.0000001
20180103 114617,0.0300001
20180103 114618,0.0100001
20180103 114618,0.0000001
20180103 114618,0.0100001
20180103 114618,0.0000001
20180103 114618,0.0100001
20180103 114620,0.0000001
20180103 114620,-0.0599999
20180103 114625,0.0000001
20180103 114626,0.0000001
20180103 114626,0.0000001
20180103 114630,0.0000001
20180103 114630,0.0300001
20180103 114631,0.0100001
20180103 114631,0.0000001
20180103 114631,0.0100001
20180103 114631,0.0000001
20180103 114631,-0.0499999
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0000001
20180103 114633,0.0500001
20180103 114642,-0.0299999
20180103 114643,-0.0099999
20180103 114643,0.0000001
20180103 114643,0.0000001
20180103 114643,-0.0099999
20180103 114643,0.0800001
20180103 114645,0.0000001
20180103 114645,-0.0299999
20180103 114646,0.0500001
20180103 114655,0.0100001
20180103 114655,0.0000001
20180103 114655,0.0000001
20180103 114655,0.0100001
20180103 114655,0.0000001
20180103 114655,0.0100001
20180103 114701,0.0000001
20180103 114701,-0.0099999
20180103 114701,0.0000001
20180103 114701,0.0200001
20180103 114701,-0.0199999
20180103 114701,-0.0099999
20180103 114701,-0.0099999
20180103 114701,0.0000001
20180103 114701,0.0000001
20180103 114705,0.0200001
20180103 114706,0.0200001
20180103 114706,0.0000001
20180103 114706,0.0000001
20180103 114706,0.0000001
20180103 114706,-0.0299999
20180103 114708,0.0000001
20180103 114708,-0.0499999
20180103 114726,0.0800001
20180103 114745,0.0100001
20180103 114745,0.0000001
20180103 114745,0.0000001
20180103 114745,0.0000001
20180103 114745,0.0000001
20180103 114745,0.0100001
20180103 114812,0.0100001
20180103 114812,0.0000001
20180103 114812,-0.0499999
20180103 114824,-0.0199999
20180103 114824,0.0000001
20180103 114824,-0.0199999
20180103 114824,-0.0099999
20180103 114824,0.0700001
20180103 114839,0.0000001
20180103 114839,0.0000001
20180103 114847,-0.0299999
20180103 114848,0.0000001
20180103 114848,0.0000001
20180103 114848,0.0000001
20180103 114854,0.0000001
20180103 114854,0.0000001
20180103 114854,0.0000001
20180103 114854,-0.0199999
20180103 114859,0.0000001
20180103 114859,-0.0299999
20180103 114919,0.0000001
20180103 114921,-0.0099999
20180103 114921,0.0100001
20180103 114930,-0.0099999
20180103 114931,0.0000001
20180103 114941,0.0000001
20180103 114941,0.0000001
20180103 114941,0.0000001
20180103 114942,0.0000001
20180103 114942,0.0000001
20180103 114942,0.0000001
20180103 114951,0.0300001
20180103 114952,-0.0299999
20180103 115000,0.0000001
20180103 115008,0.0000001
20180103 115008,0.0000001
20180103 115008,0.0000001
20180103 115008,0.0000001
20180103 115011,0.0200001
20180103 115011,0.0100001
20180103 115011,0.0000001
20180103 115011,-0.0199999
20180103 115013,-0.0099999
20180103 115013,0.0000001
20180103 115013,0.0000001
20180103 115013,0.0000001
20180103 115015,0.0000001
20180103 115015,0.0000001
20180103 115015,0.0000001
20180103 115015,0.0000001
20180103 115015,0.0000001
20180103 115015,0.0000001
20180103 115015,0.0000001
20180103 115015,0.0000001
20180103 115015,0.0100001
20180103 115022,0.0500001
20180103 115023,0.0000001
20180103 115023,0.0100001
20180103 115023,-0.0099999
20180103 115054,-0.0499999
20180103 115054,0.0600001
20180103 115119,0.0000001
20180103 115119,0.0100001
20180103 115119,-0.0599999
20180103 115122,0.0000001
20180103 115122,-0.0099999
20180103 115122,-0.0099999
20180103 115122,0.0000001
20180103 115122,0.0000001
20180103 115122,0.0000001
20180103 115122,0.0000001
20180103 115122,0.0000001
20180103 115122,0.0000001
20180103 115122,0.0000001
20180103 115124,0.0000001
20180103 115124,0.0000001
20180103 115124,0.0000001
20180103 115124,0.0000001
20180103 115125,0.0000001
20180103 115125,0.0000001
20180103 115126,0.0000001
20180103 115126,0.0000001
20180103 115127,0.0000001
20180103 115127,0.0000001
20180103 115128,0.0000001
20180103 115128,0.0000001
20180103 115128,0.0000001
20180103 115130,0.0000001
20180103 115139,0.0000001
20180103 115140,0.0000001
20180103 115140,0.0000001
20180103 115146,0.0000001
20180103 115157,0.0000001
20180103 115159,0.0000001
20180103 115206,0.0000001
20180103 115206,0.0000001
20180103 115206,0.0000001
20180103 115206,0.0100001
20180103 115210,0.0100001
20180103 115211,0.0000001
20180103 115211,0.0000001
20180103 115211,0.0000001
20180103 115211,0.0000001
20180103 115211,0.0000001
20180103 115211,0.0000001
20180103 115211,0.0000001
20180103 115211,0.0000001
20180103 115211,0.0000001
20180103 115211,0.0000001
20180103 115211,0.0200001
20180103 115211,-0.0099999
20180103 115218,0.0000001
20180103 115218,0.0000001
20180103 115218,0.0000001
20180103 115218,0.0000001
20180103 115218,0.0000001
20180103 115221,0.0000001
20180103 115222,0.0000001
20180103 115222,-0.0099999
20180103 115223,0.0000001
20180103 115223,0.0000001
20180103 115223,0.0000001
20180103 115223,-0.0099999
20180103 115243,0.0000001
20180103 115243,0.0000001
20180103 115243,0.0000001
20180103 115243,0.0000001
20180103 115243,0.0000001
20180103 115243,0.0000001
20180103 115250,0.0600001
20180103 115322,0.0100001
20180103 115322,-0.0599999
20180103 115322,-0.0099999
20180103 115334,0.0000001
20180103 115340,0.0600001
20180103 115351,-0.0499999
20180103 115401,0.0000001
20180103 115430,0.0000001
20180103 115430,0.0000001
20180103 115430,-0.0099999
20180103 115430,0.0000001
20180103 115430,-0.0099999
20180103 115430,0.0000001
20180103 115430,0.0000001
20180103 115430,0.0000001
20180103 115430,0.0200001
20180103 115433,-0.0199999
20180103 115435,0.0000001
20180103 115455,0.0000001
20180103 115455,0.0000001
20180103 115455,0.0400001
20180103 115458,-0.0399999
20180103 115512,0.0000001
20180103 115512,0.0400001
20180103 115514,-0.0399999
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0000001
20180103 115525,0.0300001
20180103 115529,0.0000001
20180103 115529,0.0100001
20180103 115529,0.0100001
20180103 115529,0.0000001
20180103 115529,0.0000001
20180103 115529,-0.0499999
20180103 115536,0.0400001
20180103 115540,0.0000001
20180103 115540,0.0100001
20180103 115540,-0.0499999
20180103 115554,0.0100001
20180103 115611,0.0000001
20180103 115611,-0.0099999
20180103 115613,0.0000001
20180103 115613,0.0000001
20180103 115613,0.0000001
20180103 115613,0.0000001
20180103 115614,-0.0099999
20180103 115614,0.0000001
20180103 115614,-0.0299999
20180103 115614,0.0000001
20180103 115618,0.0000001
20180103 115618,0.0000001
20180103 115618,0.0000001
20180103 115618,0.0400001
20180103 115621,-0.0499999
20180103 115624,-0.0399999
20180103 115625,-0.0199999
20180103 115626,0.0000001
20180103 115626,0.0000001
20180103 115626,0.0000001
20180103 115627,0.0000001
20180103 115627,0.0000001
20180103 115627,0.0000001
20180103 115627,0.0600001
20180103 115630,0.0100001
20180103 115630,0.0100001
20180103 115630,-0.0499999
20180103 115636,-0.0299999
20180103 115637,-0.0099999
20180103 115637,0.0000001
20180103 115637,0.0200001
20180103 115642,0.0000001
20180103 115642,0.0000001
20180103 115642,-0.0099999
20180103 115645,0.0000001
20180103 115645,-0.0199999
20180103 115646,-0.0099999
20180103 115646,0.0000001
20180103 115646,0.0000001
20180103 115646,0.0400001
20180103 115702,0.0500001
20180103 115719,0.0100001
20180103 115719,-0.0399999
20180103 115722,-0.0299999
20180103 115723,-0.0099999
20180103 115723,0.0000001
20180103 115723,0.0100001
20180103 115731,0.0000001
20180103 115731,0.0000001
20180103 115731,0.0000001
20180103 115731,-0.0199999
20180103 115735,0.0000001
20180103 115735,0.0000001
20180103 115735,-0.0199999
20180103 115740,0.0000001
20180103 115740,-0.0299999
20180103 115741,-0.0099999
20180103 115741,0.0000001
20180103 115741,0.0000001
20180103 115741,0.0000001
20180103 115741,0.0000001
20180103 115741,0.0000001
20180103 115741,0.0000001
20180103 115748,0.0000001
20180103 115748,0.0000001
20180103 115751,0.0000001
20180103 115751,0.1000001
20180103 115818,0.0100001
20180103 115818,-0.0699999
20180103 115823,0.0000001
20180103 115823,-0.0299999
20180103 115824,-0.0099999
20180103 115824,-0.0099999
20180103 115824,0.0000001
20180103 115824,0.0000001
20180103 115824,0.0600001
20180103 115828,-0.0599999
20180103 115836,0.0000001
20180103 115836,-0.0099999
20180103 115836,0.0000001
20180103 115836,0.0000001
20180103 115836,0.0000001
20180103 115836,0.0000001
20180103 115836,-0.0599999
20180103 115837,0.0800001
20180103 115842,0.0100001
20180103 115842,0.0000001
20180103 115842,0.0200001
20180103 115842,-0.0299999
20180103 115906,0.0100001
20180103 115906,0.0000001
20180103 115906,-0.0499999
20180103 115913,-0.0399999
20180103 115914,-0.0099999
20180103 115914,-0.0099999
20180103 115915,0.0000001
20180103 115915,0.0000001
20180103 115941,0.0000001
20180103 115948,0.0000001
20180103 115948,0.0600001
20180103 120039,0.0100001
20180103 120055,0.0000001
20180103 120055,0.0000001
20180103 120055,0.0100001
20180103 120109,0.0000001
20180103 120109,0.0000001
20180103 120109,0.0000001
20180103 120111,0.0100001
20180103 120111,0.0100001
20180103 120111,0.0000001
20180103 120111,-0.0599999
20180103 120135,0.0000001
20180103 120148,0.0000001
20180103 120148,0.0000001
20180103 120148,0.0000001
20180103 120148,0.0000001
20180103 120148,0.0000001
20180103 120148,0.0000001
20180103 120148,0.0000001
20180103 120148,0.0000001
20180103 120148,0.0000001
20180103 120148,0.0200001
20180103 120149,-0.0099999
20180103 120157,0.0100001
20180103 120157,0.0000001
20180103 120157,0.0000001
20180103 120157,0.0000001
20180103 120157,0.0100001
20180103 120157,-0.0499999
20180103 120232,-0.0199999
20180103 120237,-0.0099999
20180103 120237,0.0000001
20180103 120237,0.0000001
20180103 120237,0.0000001
20180103 120237,0.0000001
20180103 120237,0.0000001
20180103 120237,0.0000001
20180103 120237,0.0000001
20180103 120237,0.0000001
20180103 120237,0.0000001
20180103 120239,0.0000001
20180103 120240,0.0300001
20180103 120305,0.0000001
20180103 120305,0.0200001
20180103 120310,-0.0199999
20180103 120323,0.0000001
20180103 120345,0.0000001
20180103 120345,0.0000001
20180103 120350,0.0000001
20180103 120414,0.0000001
20180103 120414,0.0000001
20180103 120414,-0.0199999
20180103 120415,-0.0099999
20180103 120416,0.0000001
20180103 120416,0.0000001
20180103 120416,0.0000001
20180103 120416,0.0100001
20180103 120429,-0.0099999
20180103 120430,-0.0099999
20180103 120431,-0.0099999
