<DATETIME>,<RETURN>
20180103 104846,-0.0099999
20180103 104846,0.0000001
20180103 104846,0.0000001
20180103 104846,0.0000001
20180103 104846,-0.0099999
20180103 104846,0.0200001
20180103 104858,-0.0399999
20180103 104905,0.0000001
20180103 104905,0.0000001
20180103 104905,-0.0199999
20180103 104905,0.0000001
20180103 104905,0.0300001
20180103 104908,0.0100001
20180103 104908,0.0000001
20180103 104908,0.0100001
20180103 104908,0.0200001
20180103 104908,0.0100001
20180103 104908,0.0400001
20180103 104908,-0.0199999
20180103 104911,-0.0299999
20180103 104930,0.0000001
20180103 104948,0.0000001
20180103 104949,-0.0199999
20180103 104950,0.0200001
20180103 104953,0.0400001
20180103 105000,-0.0199999
20180103 105000,-0.0099999
20180103 105000,0.0000001
20180103 105000,0.0000001
20180103 105000,0.0000001
20180103 105000,-0.0099999
20180103 105000,0.0000001
20180103 105000,0.0000001
20180103 105000,0.0000001
20180103 105000,0.0000001
20180103 105000,0.0000001
20180103 105000,-0.0099999
20180103 105000,0.0000001
20180103 105000,0.0000001
20180103 105000,-0.0099999
20180103 105000,0.0000001
20180103 105000,0.0400001
20180103 105003,0.0300001
20180103 105004,0.0000001
20180103 105021,0.0100001
20180103 105021,0.0000001
20180103 105022,0.0000001
20180103 105022,0.0100001
20180103 105022,0.0000001
20180103 105022,0.0000001
20180103 105022,0.0000001
20180103 105022,0.0100001
20180103 105022,0.0100001
20180103 105022,0.0100001
20180103 105022,0.0200001
20180103 105022,0.0000001
20180103 105022,0.0000001
20180103 105023,-0.0399999
20180103 105027,-0.0299999
20180103 105037,0.0000001
20180103 105037,0.0000001
20180103 105037,0.0500001
20180103 105037,-0.0399999
20180103 105039,0.0000001
20180103 105056,0.0000001
20180103 105056,0.0300001
20180103 105109,0.0000001
20180103 105109,0.0200001
20180103 105111,0.0000001
20180103 105111,0.0100001
20180103 105125,0.0000001
20180103 105125,0.0000001
20180103 105125,0.0000001
20180103 105125,0.0000001
20180103 105135,0.0000001
20180103 105135,0.0000001
20180103 105135,0.0000001
20180103 105135,0.0000001
20180103 105135,0.0100001
20180103 105135,0.0000001
20180103 105135,0.0000001
20180103 105135,0.0200001
20180103 105135,0.0000001
20180103 105135,0.0000001
20180103 105136,0.0000001
20180103 105154,0.0000001
20180103 105154,0.0100001
20180103 105154,0.0100001
20180103 105154,0.0100001
20180103 105154,0.0000001
20180103 105154,0.0000001
20180103 105154,0.0000001
20180103 105154,0.0100001
20180103 105154,0.0000001
20180103 105154,0.0100001
20180103 105154,0.0000001
20180103 105154,0.0000001
20180103 105154,0.0000001
20180103 105155,0.0000001
20180103 105157,-0.0399999
20180103 105201,0.0100001
20180103 105205,0.0000001
20180103 105205,0.0000001
20180103 105205,0.0200001
20180103 105206,0.0000001
20180103 105230,0.0000001
20180103 105230,0.0000001
20180103 105230,0.0000001
20180103 105230,0.0000001
20180103 105230,0.0000001
20180103 105230,0.0000001
20180103 105230,0.0000001
20180103 105230,0.0000001
20180103 105231,0.0000001
20180103 105236,0.0000001
20180103 105238,0.0000001
20180103 105238,0.0000001
20180103 105238,0.0000001
20180103 105238,0.0000001
20180103 105238,0.0000001
20180103 105238,0.0000001
20180103 105238,0.0000001
20180103 105240,0.0000001
20180103 105240,0.0000001
20180103 105243,-0.0199999
20180103 105252,0.0100001
20180103 105252,0.0100001
20180103 105252,0.0000001
20180103 105252,-0.0599999
20180103 105253,0.0000001
20180103 105253,0.0000001
20180103 105253,0.0000001
20180103 105253,0.0000001
20180103 105253,0.0400001
20180103 105258,0.0000001
20180103 105326,0.0000001
20180103 105326,0.0200001
20180103 105336,0.0100001
20180103 105338,-0.0499999
20180103 105340,0.0000001
20180103 105340,0.0000001
20180103 105340,0.0500001
20180103 105341,0.0000001
20180103 105341,0.0000001
20180103 105341,0.0000001
20180103 105341,0.0100001
20180103 105341,0.0000001
20180103 105341,0.0000001
20180103 105341,0.0000001
20180103 105341,0.0000001
20180103 105341,0.0000001
20180103 105341,0.0100001
20180103 105341,-0.0299999
20180103 105343,0.0000001
20180103 105343,-0.0099999
20180103 105343,-0.0099999
20180103 105343,0.0500001
20180103 105407,0.0000001
20180103 105418,-0.0099999
20180103 105430,-0.0199999
20180103 105430,-0.0099999
20180103 105430,-0.0099999
20180103 105430,0.0000001
20180103 105430,0.0500001
20180103 105430,-0.0499999
20180103 105452,0.0100001
20180103 105452,0.0100001
20180103 105452,-0.0499999
20180103 105553,0.0200001
20180103 105603,-0.0199999
20180103 105613,-0.0099999
20180103 105613,-0.0099999
20180103 105613,-0.0099999
20180103 105613,-0.0099999
20180103 105613,0.0000001
20180103 105613,-0.0099999
20180103 105613,0.0000001
20180103 105613,0.0300001
20180103 105615,0.0100001
20180103 105615,0.0100001
20180103 105615,0.0000001
20180103 105615,-0.0499999
20180103 105632,0.0000001
20180103 105632,-0.0099999
20180103 105632,0.0100001
20180103 105658,-0.0099999
20180103 105709,0.0000001
20180103 105709,0.0000001
20180103 105709,0.0000001
20180103 105709,0.0000001
20180103 105709,0.0000001
20180103 105710,-0.0099999
20180103 105710,0.0000001
20180103 105710,0.0000001
20180103 105723,-0.0099999
20180103 105733,-0.0099999
20180103 105746,0.0200001
20180103 105804,-0.0299999
20180103 105806,-0.0299999
20180103 105806,0.0000001
20180103 105806,-0.0099999
20180103 105806,-0.0099999
20180103 105806,0.0000001
20180103 105806,-0.0099999
20180103 105806,0.0000001
20180103 105806,0.0200001
20180103 105806,-0.0099999
20180103 105806,-0.0099999
20180103 105806,0.0000001
20180103 105806,0.1000001
20180103 105825,0.0000001
20180103 105834,0.0000001
20180103 105838,0.0200001
20180103 105858,0.0000001
20180103 105858,0.0100001
20180103 105858,0.0100001
20180103 105858,0.0000001
20180103 105858,0.0000001
20180103 105858,0.0000001
20180103 105858,0.0100001
20180103 105858,0.0000001
20180103 105858,0.0100001
20180103 105858,0.0000001
20180103 105858,0.0000001
20180103 105858,0.0100001
20180103 105858,0.0000001
20180103 105858,0.0100001
20180103 105858,0.0000001
20180103 105858,0.0000001
20180103 105858,0.0100001
20180103 105858,0.0000001
20180103 105858,0.0000001
20180103 105858,-0.0399999
20180103 105917,0.0000001
20180103 105921,0.0200001
20180103 105921,0.0100001
20180103 105921,0.0000001
20180103 105921,0.0000001
20180103 105927,0.0000001
20180103 105928,0.0100001
20180103 105928,0.0000001
20180103 105928,0.0000001
20180103 105928,0.0100001
20180103 105944,0.0000001
20180103 105954,0.0000001
20180103 105958,0.0000001
20180103 105958,0.0000001
20180103 105958,-0.0499999
20180103 110000,0.0200001
20180103 110010,-0.0199999
20180103 110017,0.0300001
20180103 110017,0.0100001
20180103 110017,0.0000001
20180103 110017,0.0100001
20180103 110020,0.0000001
20180103 110020,0.0000001
20180103 110020,-0.0299999
20180103 110024,-0.0099999
20180103 110026,0.0000001
20180103 110026,0.0000001
20180103 110026,0.0000001
20180103 110026,0.0000001
20180103 110026,0.0000001
20180103 110026,0.0000001
20180103 110026,0.0000001
20180103 110026,-0.0199999
20180103 110026,-0.0099999
20180103 110026,-0.0099999
20180103 110026,-0.0199999
20180103 110026,0.0000001
20180103 110026,0.0000001
20180103 110026,0.0700001
20180103 110026,0.0000001
20180103 110026,-0.0199999
20180103 110026,0.0200001
20180103 110026,0.0000001
20180103 110039,0.0100001
20180103 110039,0.0000001
20180103 110039,0.0200001
20180103 110039,0.0000001
20180103 110039,-0.0399999
20180103 110055,-0.0099999
20180103 110103,0.0000001
20180103 110103,0.0000001
20180103 110104,-0.0499999
20180103 110110,0.0100001
20180103 110117,0.0500001
20180103 110121,0.0000001
20180103 110121,-0.0299999
20180103 110127,0.0000001
20180103 110127,0.0200001
20180103 110157,0.0000001
20180103 110157,0.0000001
20180103 110157,0.0000001
20180103 110157,0.0000001
20180103 110157,0.0000001
20180103 110157,0.0000001
20180103 110157,0.0000001
20180103 110157,0.0400001
20180103 110157,-0.0399999
20180103 110158,-0.0299999
20180103 110205,0.0300001
20180103 110213,0.0000001
20180103 110217,0.0300001
20180103 110220,-0.0199999
20180103 110224,0.0200001
20180103 110226,0.0000001
20180103 110226,0.0200001
20180103 110228,0.0000001
20180103 110228,0.0000001
20180103 110228,0.0000001
20180103 110228,0.0000001
20180103 110229,0.0000001
20180103 110229,-0.0399999
20180103 110229,-0.0299999
20180103 110232,-0.0199999
20180103 110232,-0.0099999
20180103 110232,0.0600001
20180103 110244,0.0000001
20180103 110244,0.0000001
20180103 110244,-0.0299999
20180103 110300,-0.0099999
20180103 110300,0.0000001
20180103 110301,0.0000001
20180103 110335,-0.0099999
20180103 110335,-0.0099999
20180103 110353,0.0000001
20180103 110423,0.0000001
20180103 110423,0.0000001
20180103 110423,0.0000001
20180103 110425,0.0000001
20180103 110428,0.0000001
20180103 110428,0.0100001
20180103 110430,0.0000001
20180103 110430,-0.0099999
20180103 110430,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,-0.0099999
20180103 110437,-0.0099999
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,-0.0099999
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0000001
20180103 110437,0.0200001
20180103 110442,-0.0099999
20180103 110443,-0.0099999
20180103 110443,0.0000001
20180103 110451,0.0000001
20180103 110453,0.0300001
20180103 110457,0.0000001
20180103 110457,-0.0099999
20180103 110503,0.0300001
20180103 110505,0.0000001
20180103 110505,0.0000001
20180103 110505,0.0000001
20180103 110505,-0.0399999
20180103 110505,0.0000001
20180103 110507,0.0500001
20180103 110508,-0.0399999
20180103 110509,-0.0099999
20180103 110511,0.0000001
20180103 110516,0.0000001
20180103 110516,-0.0099999
20180103 110518,0.0300001
20180103 110537,-0.0299999
20180103 110541,0.0000001
20180103 110541,0.0000001
20180103 110558,0.0200001
20180103 110558,0.0100001
20180103 110558,0.0200001
20180103 110602,0.0000001
20180103 110602,0.0000001
20180103 110602,0.0000001
20180103 110602,0.0000001
20180103 110602,0.0100001
20180103 110603,0.0100001
20180103 110603,0.0000001
20180103 110603,0.0100001
20180103 110603,0.0000001
20180103 110603,0.0100001
20180103 110603,0.0000001
20180103 110603,0.0200001
20180103 110603,0.0100001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0100001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0000001
20180103 110603,0.0100001
20180103 110605,0.0000001
20180103 110605,0.0000001
20180103 110605,0.0000001
20180103 110605,0.0000001
20180103 110605,-0.0099999
20180103 110606,0.0100001
20180103 110606,0.0000001
20180103 110606,0.0000001
20180103 110606,0.0000001
20180103 110606,0.0000001
20180103 110606,0.0000001
20180103 110606,0.0000001
20180103 110606,0.0000001
20180103 110606,0.0000001
20180103 110606,0.0100001
20180103 110606,0.0100001
20180103 110606,0.0000001
20180103 110606,0.0000001
20180103 110606,0.0100001
20180103 110606,-0.0099999
20180103 110612,0.0100001
20180103 110612,0.0000001
20180103 110612,0.0000001
20180103 110612,0.0000001
20180103 110612,0.0000001
20180103 110612,-0.0399999
20180103 110622,0.0100001
20180103 110622,0.0000001
20180103 110622,0.0100001
20180103 110622,0.0000001
20180103 110622,0.0100001
20180103 110622,-0.0299999
20180103 110631,0.0200001
20180103 110631,0.0000001
20180103 110631,-0.0599999
20180103 110637,0.0000001
20180103 110638,-0.0199999
20180103 110638,0.0000001
20180103 110638,-0.0099999
20180103 110638,-0.0099999
20180103 110638,0.0000001
20180103 110638,-0.0199999
20180103 110638,0.0300001
20180103 110640,0.0000001
20180103 110640,-0.0099999
20180103 110640,0.0000001
20180103 110640,0.0000001
20180103 110640,-0.0099999
20180103 110640,0.0000001
20180103 110640,-0.0099999
20180103 110640,0.0000001
20180103 110640,0.0000001
20180103 110640,0.0000001
20180103 110640,0.0000001
20180103 110640,0.0000001
20180103 110640,0.0000001
20180103 110640,0.0000001
20180103 110640,0.0000001
20180103 110640,0.0000001
20180103 110640,0.0900001
20180103 110642,0.0000001
20180103 110642,0.0100001
20180103 110643,0.0100001
20180103 110643,0.0000001
20180103 110643,0.0100001
20180103 110643,-0.0399999
20180103 110717,-0.0399999
20180103 110719,-0.0199999
20180103 110719,0.0000001
20180103 110719,0.0000001
20180103 110719,-0.0199999
20180103 110719,0.0000001
20180103 110719,-0.0099999
20180103 110719,0.0000001
20180103 110719,-0.0199999
20180103 110719,0.0100001
20180103 110719,0.0000001
20180103 110719,-0.0099999
20180103 110719,0.0000001
20180103 110719,0.0000001
20180103 110719,0.0000001
20180103 110719,0.0000001
20180103 110719,-0.0099999
20180103 110719,-0.0099999
20180103 110719,0.0000001
20180103 110719,0.0000001
20180103 110719,0.0000001
20180103 110719,-0.0199999
20180103 110719,-0.0099999
20180103 110719,-0.0099999
20180103 110719,-0.0099999
20180103 110719,0.0000001
20180103 110719,0.0000001
20180103 110719,0.0200001
20180103 110719,-0.0099999
20180103 110719,0.0000001
20180103 110719,-0.0099999
20180103 110719,0.0000001
20180103 110719,0.0000001
20180103 110719,0.0800001
20180103 110720,0.0200001
20180103 110722,0.0000001
20180103 110722,0.0000001
20180103 110722,-0.0099999
20180103 110722,0.0600001
20180103 110722,0.0000001
20180103 110722,0.0000001
20180103 110722,0.0100001
20180103 110722,0.0100001
20180103 110722,0.0000001
20180103 110722,0.0100001
20180103 110722,-0.0599999
20180103 110741,0.0000001
20180103 110741,0.0000001
20180103 110741,0.0400001
20180103 110751,-0.0499999
20180103 110811,0.0000001
20180103 110811,0.0000001
20180103 110814,0.0000001
20180103 110814,-0.0099999
20180103 110814,-0.0199999
20180103 110822,0.0600001
20180103 110833,-0.0099999
20180103 110833,0.0000001
20180103 110833,0.0300001
20180103 110844,0.0000001
20180103 110846,0.0100001
20180103 110846,0.0000001
20180103 110846,0.0200001
20180103 110846,0.0000001
20180103 110846,-0.0299999
20180103 110850,0.0000001
20180103 110853,0.0000001
20180103 110853,0.0000001
20180103 110853,0.0000001
20180103 110853,0.0000001
20180103 110853,0.0100001
20180103 110853,0.0000001
20180103 110853,0.0100001
20180103 110853,0.0200001
20180103 110900,0.0100001
20180103 110900,0.0000001
20180103 110900,0.0000001
20180103 110900,0.0000001
20180103 110900,0.0100001
20180103 110904,0.0000001
20180103 110904,0.0000001
20180103 110912,0.0000001
20180103 110915,0.0000001
20180103 110915,-0.0199999
20180103 110936,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0100001
20180103 110951,0.0100001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0100001
20180103 110951,0.0000001
20180103 110951,0.0100001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0100001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0100001
20180103 110951,0.0100001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0100001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0100001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0100001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,-0.0899999
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110951,0.0700001
20180103 110951,0.0200001
20180103 110951,0.0000001
20180103 110951,0.0000001
20180103 110953,-0.0099999
20180103 110955,0.0100001
20180103 110955,0.0000001
20180103 110959,-0.0399999
20180103 111000,0.0000001
20180103 111000,0.0400001
20180103 111002,0.0000001
20180103 111007,-0.0499999
20180103 111019,0.0000001
20180103 111024,0.0000001
20180103 111024,0.0400001
20180103 111026,0.0000001
20180103 111026,0.0000001
20180103 111026,0.0000001
20180103 111027,0.0000001
20180103 111027,0.0000001
20180103 111027,0.0100001
20180103 111027,0.0000001
20180103 111039,0.0000001
20180103 111039,0.0000001
20180103 111039,0.0000001
20180103 111039,0.0000001
20180103 111039,0.0000001
20180103 111039,0.0000001
20180103 111039,0.0000001
20180103 111039,0.0000001
20180103 111039,0.0100001
20180103 111039,0.0000001
20180103 111039,0.0100001
20180103 111039,0.0100001
20180103 111039,0.0100001
20180103 111039,0.0000001
20180103 111039,0.0100001
20180103 111039,0.0000001
20180103 111039,0.0000001
20180103 111039,-0.0099999
20180103 111039,0.0200001
20180103 111040,0.0100001
20180103 111040,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0100001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0100001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0100001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0000001
20180103 111043,0.0100001
20180103 111043,-0.0199999
20180103 111048,0.0100001
20180103 111048,0.0000001
20180103 111048,0.0000001
20180103 111048,0.0000001
20180103 111052,0.0000001
20180103 111052,0.0000001
20180103 111052,0.0200001
20180103 111052,0.0000001
20180103 111052,0.0000001
20180103 111052,0.0000001
20180103 111052,0.0000001
20180103 111052,0.0100001
20180103 111052,0.0100001
20180103 111052,0.0100001
20180103 111052,0.0000001
20180103 111052,0.0000001
20180103 111052,0.0000001
20180103 111052,0.0100001
20180103 111052,0.0100001
20180103 111052,0.0000001
20180103 111052,0.0000001
20180103 111052,0.0100001
20180103 111052,0.0000001
20180103 111052,-0.0899999
20180103 111053,-0.0099999
20180103 111053,0.0200001
20180103 111053,0.0000001
20180103 111053,0.0100001
20180103 111053,-0.0099999
20180103 111053,-0.0099999
20180103 111053,0.0000001
20180103 111053,-0.0099999
20180103 111053,0.0000001
20180103 111053,0.0000001
20180103 111053,0.0800001
20180103 111055,0.0000001
20180103 111055,0.0100001
20180103 111055,-0.0699999
20180103 111055,0.0000001
20180103 111055,0.0000001
20180103 111055,0.0000001
20180103 111057,0.0000001
20180103 111057,0.0000001
20180103 111057,0.0000001
20180103 111057,-0.0299999
20180103 111057,0.0000001
20180103 111058,0.0300001
20180103 111058,0.0300001
20180103 111101,-0.0199999
20180103 111102,-0.0399999
20180103 111102,0.0000001
20180103 111102,0.0000001
20180103 111102,-0.0199999
20180103 111102,0.0100001
20180103 111102,-0.0099999
20180103 111102,-0.0099999
20180103 111102,-0.0099999
20180103 111102,0.0200001
20180103 111102,-0.0199999
20180103 111102,-0.0099999
20180103 111102,-0.0199999
20180103 111102,-0.0099999
20180103 111102,0.0000001
20180103 111102,0.0900001
20180103 111105,0.0100001
20180103 111105,0.0100001
20180103 111105,0.0100001
20180103 111105,-0.0199999
20180103 111106,0.0400001
20180103 111106,-0.0099999
20180103 111107,0.0000001
20180103 111107,0.0100001
20180103 111107,0.0100001
20180103 111107,-0.0099999
20180103 111112,0.0100001
20180103 111112,0.0100001
20180103 111112,0.0000001
20180103 111112,0.0100001
20180103 111112,0.0300001
20180103 111112,0.0000001
20180103 111112,0.0000001
20180103 111112,0.0000001
20180103 111112,0.0000001
20180103 111112,0.0000001
20180103 111112,0.0000001
20180103 111112,0.0000001
20180103 111112,0.0000001
20180103 111112,0.0100001
20180103 111112,0.0000001
20180103 111112,0.0000001
20180103 111112,0.0000001
20180103 111112,-0.0699999
20180103 111112,-0.0099999
20180103 111112,-0.0099999
20180103 111112,0.0200001
20180103 111113,-0.0099999
20180103 111113,0.0200001
20180103 111113,-0.0099999
20180103 111113,0.0000001
20180103 111113,-0.0099999
20180103 111113,0.0100001
20180103 111113,0.0000001
20180103 111113,-0.0099999
20180103 111113,0.0000001
20180103 111113,0.0000001
20180103 111113,-0.0199999
20180103 111113,0.0000001
20180103 111113,-0.0199999
20180103 111113,0.0500001
20180103 111114,0.0100001
20180103 111114,0.0000001
20180103 111115,0.0000001
20180103 111116,0.0000001
20180103 111117,0.0200001
20180103 111117,-0.0199999
20180103 111117,-0.0099999
20180103 111117,-0.0099999
20180103 111117,0.0000001
20180103 111117,0.0000001
20180103 111117,0.0700001
20180103 111119,0.0000001
20180103 111119,0.0000001
20180103 111120,0.0000001
20180103 111120,0.0000001
20180103 111120,0.0100001
20180103 111120,-0.0699999
20180103 111120,-0.0099999
20180103 111120,-0.0099999
20180103 111120,0.0100001
20180103 111120,-0.0399999
20180103 111120,0.0000001
20180103 111120,-0.0099999
20180103 111120,0.0000001
20180103 111126,0.0000001
20180103 111126,0.0400001
20180103 111129,0.0000001
20180103 111129,0.0100001
20180103 111129,0.0000001
20180103 111129,0.0000001
20180103 111129,0.0100001
20180103 111132,0.0000001
20180103 111132,0.0100001
20180103 111132,0.0100001
20180103 111132,-0.0599999
20180103 111133,0.0700001
20180103 111140,0.0100001
20180103 111140,-0.0199999
20180103 111141,0.0100001
20180103 111141,-0.0899999
20180103 111152,0.0000001
20180103 111152,0.0000001
20180103 111155,0.0000001
20180103 111155,0.0600001
20180103 111158,0.0000001
20180103 111217,0.0000001
20180103 111217,0.0000001
20180103 111217,-0.0299999
20180103 111218,0.0300001
20180103 111220,0.0000001
20180103 111222,0.0100001
20180103 111222,-0.0399999
20180103 111233,0.0000001
20180103 111235,0.0300001
20180103 111237,0.0200001
20180103 111237,0.0100001
20180103 111237,0.0000001
20180103 111237,0.0000001
20180103 111237,0.0100001
20180103 111237,0.0000001
20180103 111237,0.0100001
20180103 111237,0.0000001
20180103 111237,0.0100001
20180103 111237,0.0000001
20180103 111237,0.0000001
20180103 111237,-0.0199999
20180103 111239,0.0100001
20180103 111239,0.0000001
20180103 111239,0.0100001
20180103 111239,-0.0599999
20180103 111242,0.0000001
20180103 111244,0.0000001
20180103 111244,0.0000001
20180103 111244,0.0000001
20180103 111244,-0.0199999
20180103 111244,0.0000001
20180103 111244,-0.0099999
20180103 111246,0.0000001
20180103 111246,-0.0099999
20180103 111246,-0.0099999
20180103 111246,0.0000001
20180103 111246,0.0500001
20180103 111247,0.0100001
20180103 111247,0.0000001
20180103 111247,0.0100001
20180103 111247,0.0200001
20180103 111247,-0.0099999
20180103 111247,0.0000001
20180103 111247,0.0200001
20180103 111247,-0.0199999
20180103 111247,0.0000001
20180103 111247,0.0300001
20180103 111253,0.0000001
20180103 111253,0.0000001
20180103 111253,0.0100001
20180103 111253,-0.0199999
20180103 111258,0.0200001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0100001
20180103 111258,0.0000001
20180103 111258,0.0000001
20180103 111258,0.0100001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0100001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0100001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0100001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0000001
20180103 111259,0.0200001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0100001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0100001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,0.0000001
20180103 111300,-0.0199999
20180103 111301,0.0200001
20180103 111302,0.0000001
20180103 111302,0.0000001
20180103 111303,0.0000001
20180103 111303,0.0000001
20180103 111304,-0.0399999
20180103 111312,0.0000001
20180103 111315,0.0500001
20180103 111315,0.0000001
20180103 111315,0.0000001
20180103 111315,0.0000001
20180103 111315,0.0000001
20180103 111316,0.0000001
20180103 111316,0.0000001
20180103 111316,0.0000001
20180103 111316,0.0000001
20180103 111316,0.0000001
20180103 111316,0.0000001
20180103 111316,0.0000001
20180103 111316,0.0000001
20180103 111316,0.0000001
20180103 111320,0.0000001
20180103 111322,-0.0399999
20180103 111340,0.0000001
20180103 111340,0.0000001
20180103 111340,0.0100001
20180103 111340,-0.0199999
20180103 111340,0.0000001
20180103 111340,0.0000001
20180103 111340,0.0000001
20180103 111340,0.0000001
20180103 111356,0.0300001
20180103 111400,0.0100001
20180103 111400,0.0000001
20180103 111400,0.0100001
20180103 111400,0.0000001
20180103 111400,0.0000001
20180103 111400,0.0000001
20180103 111400,0.0000001
20180103 111400,0.0000001
20180103 111400,0.0000001
20180103 111400,0.0000001
20180103 111400,0.0000001
20180103 111400,0.0000001
20180103 111400,0.0000001
20180103 111400,-0.0499999
20180103 111403,0.0500001
20180103 111410,0.0000001
20180103 111410,0.0100001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0100001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0100001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0100001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0100001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0100001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0100001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,-0.1099999
20180103 111410,0.0700001
20180103 111410,-0.0399999
20180103 111410,-0.0199999
20180103 111410,-0.0099999
20180103 111410,0.0200001
20180103 111410,0.0600001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,-0.0499999
20180103 111410,-0.0099999
20180103 111410,0.0000001
20180103 111410,-0.0099999
20180103 111410,0.0000001
20180103 111410,-0.0099999
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,-0.0099999
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,0.0000001
20180103 111410,-0.0099999
20180103 111410,0.0000001
20180103 111410,0.0500001
20180103 111412,0.0100001
20180103 111412,0.0000001
20180103 111414,0.0100001
20180103 111414,-0.0599999
20180103 111418,0.0000001
20180103 111419,0.0000001
20180103 111419,0.0000001
20180103 111419,-0.0199999
